uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3006300090-199801,"3006.30.00.90 - Diagnostic reagents designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents designed to be administered to the patient, not elsewhere specified",1998-01,2001-12,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0434,IM_0217
IMR-3006300090-200201,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",2002-01,2026-06,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0435,IM_0217
IMR-3006301000-198801,3006.30.10.00 - Opacifying preparations for X-ray examinations (Terminated 1997-12),3006.30.10.00,Opacifying preparations for X-ray examinations,1988-01,1997-12,IM-3006301000-198801,"3006.30.00.10 - Opacifying, preparations for X-ray examinations",3006.30.00.10,"Opacifying, preparations for X-ray examinations",active,IMR_0436,IM_0216
IMR-3006309100-198801,3006.30.91.00 - Allergenics prepared for parenteral administration (Terminated 1997-12),3006.30.91.00,Allergenics prepared for parenteral administration,1988-01,1997-12,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0437,IM_0217
IMR-3006309900-198801,"3006.30.99.00 - Diagnostic reagents designed to be administered to the patient, nes (Terminated 1997-12)",3006.30.99.00,"Diagnostic reagents designed to be administered to the patient, not elsewhere specified",1988-01,1997-12,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0438,IM_0217
IMR-3006400010-199801,3006.40.00.10 - Dental cements and bone reconstruction cements,3006.40.00.10,Dental cements and bone reconstruction cements,1998-01,2026-06,IM-3006401010-198801,3006.40.00.10 - Dental cements and bone reconstruction cements,3006.40.00.10,Dental cements and bone reconstruction cements,active,IMR_0439,IM_0219
IMR-3006400020-199801,3006.40.00.20 - Points for filling dental root canals (Terminated 2011-12),3006.40.00.20,Points for filling dental root canals,1998-01,2001-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0440,IM_0220
IMR-3006400020-200201,"3006.40.00.20 - Points, for filling dental root canals (Terminated 2011-12)",3006.40.00.20,"Points, for filling dental root canals",2002-01,2011-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0441,IM_0220
IMR-3006400030-199801,"3006.40.00.30 - Dental fillings of composition metals, except those in powder or pellet form (Terminated 2011-12)",3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",1998-01,2011-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0442,IM_0220
IMR-3006400090-199801,"3006.40.00.90 - Dental fillings, nes",3006.40.00.90,"Dental fillings, not elsewhere specified",1998-01,2011-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0443,IM_0220
IMR-3006400090-201201,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",2012-01,2026-06,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0444,IM_0220
IMR-3006401010-198801,3006.40.10.10 - Dental cements and bone reconstruction cements (Terminated 1997-12),3006.40.10.10,Dental cements and bone reconstruction cements,1988-01,1997-12,IM-3006401010-198801,3006.40.00.10 - Dental cements and bone reconstruction cements,3006.40.00.10,Dental cements and bone reconstruction cements,active,IMR_0445,IM_0219
IMR-3006401020-198801,3006.40.10.20 - Points for filling dental root canals (Terminated 1997-12),3006.40.10.20,Points for filling dental root canals,1988-01,1997-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0446,IM_0220
IMR-3006402000-198801,"3006.40.20.00 - Dental fillings of composition metals, except those in powder or pellet form (Terminated 1997-12)",3006.40.20.00,"Dental fillings of composition metals, except those in powder or pellet form",1988-01,1997-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0447,IM_0220
IMR-3006409000-198801,"3006.40.90.00 - Dental fillings, nes (Terminated 1997-12)",3006.40.90.00,"Dental fillings, not elsewhere specified",1988-01,1997-12,IM-3006401020-198801,"3006.40.00.90 - Other dental fillings, nes",3006.40.00.90,"Other dental fillings, not elsewhere specified",active,IMR_0448,IM_0220
IMR-3006500000-198801,3006.50.00.00 - First-aid boxes and kits,3006.50.00.00,First-aid boxes and kits,1988-01,2026-06,IM-3006500000-198801,3006.50.00.00 - First-aid boxes and kits,3006.50.00.00,First-aid boxes and kits,active,IMR_0449,IM_0223
IMR-3006600000-201701,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",2017-01,2026-06,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0450,IM_0224
IMR-3006600010-201201,"3006.60.00.10 - Chem contraceptive prep,based on horm,o prod of 29.37/spermicides,in dosage,nes (Terminated 2016-12)",3006.60.00.10,"Chem contraceptive preparation,based on hormone,other prod of 29.37/spermicides,in dosage,not elsewhere specified",2012-01,2016-12,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0451,IM_0224
IMR-3006600011-198801,"3006.60.00.11 - Contraceptive prep, cont norethesterone acetate & ethinylestradiol, in dosage (Terminated 2011-12)",3006.60.00.11,"Contraceptive preparation, containing norethesterone acetate & ethinylestradiol, in dosage",1988-01,2011-11,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0452,IM_0224
IMR-3006600019-198801,"3006.60.00.19 - Contraceptive prep based on hormones,o prod of 29.37/spermicides,in dosage,nes (Terminated 2011-12)",3006.60.00.19,"Contraceptive preparation based on hormones,other prod of 29.37/spermicides,in dosage,not elsewhere specified",1988-01,2001-12,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0453,IM_0224
IMR-3006600019-200201,"3006.60.00.19 - Contraceptive prep, based on hormones,o prod of 29.37/spermicides,in dosage,nes (Terminated 2011-12)",3006.60.00.19,"Contraceptive preparation, based on hormones,other prod of 29.37/spermicides,in dosage,not elsewhere specified",2002-01,2011-12,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0454,IM_0224
IMR-3006600090-198801,"3006.60.00.90 - Contraceptive prep based on horm,on o prod of 29.37/spermicides,o/t in dos,nes (Terminated 2016-12)",3006.60.00.90,"Contraceptive preparation based on hormone,on other prod of 29.37/spermicides,other than in dosage,not elsewhere specified",1988-01,2001-12,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0455,IM_0224
IMR-3006600090-200201,"3006.60.00.90 - Contraceptive prep, based on horm,on o prod of 29.37/spermicides,o/t in dos,nes (Terminated 2016-12)",3006.60.00.90,"Contraceptive preparation, based on hormone,on other prod of 29.37/spermicides,other than in dosage,not elsewhere specified",2002-01,2016-12,IM-3006600011-198801,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",3006.60.00.00,"Chem contraceptive preparations,based on hormones/other prod of No 29.37/spermicides",active,IMR_0456,IM_0224
IMR-3006701000-200201,"3006.70.10.00 - Chem/biolog prep,incl kits cont ancill mat f med diag;f insemination anml semen",3006.70.10.00,"Chem/biolog preparation,incl kits containing ancill material for Medicaments diagnostic;for insemination animal semen",2002-01,2026-06,IM-3006701000-200201,"3006.70.10.00 - Chem/biolog prep,incl kits cont ancill mat f med diag;f insemination anml semen",3006.70.10.00,"Chem/biolog preparation,incl kits containing ancill material for Medicaments diagnostic;for insemination animal semen",active,IMR_0457,IM_0228
IMR-3006709000-200201,"3006.70.90.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc,nes",3006.70.90.00,"Gel preparation for human/veterinary medicine as lub for parts of body for oper/examination,etc,not elsewhere specified",2002-01,2026-06,IM-3006709000-200201,"3006.70.90.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc,nes",3006.70.90.00,"Gel preparation for human/veterinary medicine as lub for parts of body for oper/examination,etc,not elsewhere specified",active,IMR_0458,IM_0229
IMR-3006801100-200207,"3006.80.11.00 - Waste pharm,chem/biolog prep,incl kit w ancill mat f med diag;f insem anml semen (Terminated 2006-12)",3006.80.11.00,"Waste pharm,chem/biolog preparation,incl kit with ancill material for Medicaments diagnostic;for insem animal semen",2002-07,2006-12,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0459,IM_0230
IMR-3006801900-200201,"3006.80.19.00 - Waste of gel prep f human/vet med as lub f pts of body f oper/examin,etc,nes (Terminated 2006-12)",3006.80.19.00,"Waste of gel preparation for human/veterinary Medicaments as lub for pts of body for oper/examin,etc,not elsewhere specified",2002-01,2006-12,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0460,IM_0230
IMR-3006809010-200201,3006.80.90.10 - Waste pharmaceuticals of the goods of heading 30.01 (Terminated 2006-12),3006.80.90.10,Waste pharmaceuticals of the goods of heading 30.01,2002-01,2005-10,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0461,IM_0230
IMR-3006809020-200407,3006.80.90.20 - Waste pharmaceuticals of the goods of heading 30.02 (Terminated 2006-12),3006.80.90.20,Waste pharmaceuticals of the goods of heading 30.02,2004-07,2005-11,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0462,IM_0230
IMR-3006809030-200202,3006.80.90.30 - Waste pharmaceuticals of the goods of heading 30.03 (Terminated 2006-12),3006.80.90.30,Waste pharmaceuticals of the goods of heading 30.03,2002-02,2005-01,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0463,IM_0230
IMR-3006809041-200306,3006.80.90.41 - Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39 (Terminated 2006-12),3006.80.90.41,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,2003-06,2006-10,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0464,IM_0230
IMR-3006809042-200312,3006.80.90.42 - Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50 (Terminated 2006-12),3006.80.90.42,Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50,2003-12,2006-04,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0465,IM_0230
IMR-3006809043-200205,3006.80.90.43 - Waste pharmaceuticals of the goods of subheading 3004.90 (Terminated 2006-12),3006.80.90.43,Waste pharmaceuticals of the goods of subheading 3004.90,2002-05,2005-08,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0466,IM_0230
IMR-3006809050-200204,3006.80.90.50 - Waste pharmaceuticals of the goods of heading 30.05 (Terminated 2006-12),3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2002-04,2006-12,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0467,IM_0230
IMR-3006809060-200201,3006.80.90.60 - Waste pharmaceuticals of the goods of heading 30.06 (Terminated 2006-12),3006.80.90.60,Waste pharmaceuticals of the goods of heading 30.06,2002-01,2006-12,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0468,IM_0230
IMR-3006910000-200701,3006.91.00.00 - Appliances identifiable for ostomy use,3006.91.00.00,Appliances identifiable for ostomy use,2007-01,2026-06,IM-3006910000-200701,3006.91.00.00 - Appliances identifiable for ostomy use,3006.91.00.00,Appliances identifiable for ostomy use,active,IMR_0469,IM_0240
IMR-3006920000-200701,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",2007-01,2026-06,IM-3006801900-200201,"3006.92.00.00 - Waste pharmaceuticals, nes",3006.92.00.00,"Waste pharmaceuticals, not elsewhere specified",active,IMR_0470,IM_0230
